month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
10,Queens,2,Local,Q27,Off-Peak,"8,593","11,385",75.476503%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q27,Peak,"3,288","4,321",76.093495%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q28,Off-Peak,"11,725","14,449",81.147486%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q28,Peak,"5,014","7,223",69.417137%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q28,Off-Peak,"2,637","3,666",71.93126%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q28,Peak,917,"1,353",67.775315%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q29,Off-Peak,"3,338","3,899",85.611695%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q29,Peak,"1,676","2,435",68.829566%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q29,Off-Peak,"1,098","1,320",83.181816%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q29,Peak,435,528,82.38636%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q3,Off-Peak,"17,476","23,490",74.39762%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q3,Peak,"6,393","9,917",64.46506%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q3,Off-Peak,"5,357","7,229",74.104303%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q3,Peak,"1,428","1,912",74.686193%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q30,Off-Peak,"19,633","25,626",76.613593%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q30,Peak,"7,732","11,513",67.158866%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q30,Off-Peak,"2,874","3,908",73.54145%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q30,Peak,972,"1,472",66.032606%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q31,Off-Peak,"10,797","13,649",79.1047%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q31,Peak,"5,841","9,144",63.87795%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q31,Off-Peak,"1,378","1,903",72.41198%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q31,Peak,582,837,69.53405%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q32,Off-Peak,"9,984","13,542",73.726183%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q32,Peak,"3,720","5,935",62.67902%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q32,Off-Peak,"2,661","4,079",65.23658%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q32,Peak,"1,057","1,592",66.39447%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q33,Off-Peak,"9,039","10,846",83.33948%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q33,Peak,"3,098","4,734",65.44149%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q33,Off-Peak,"2,388","2,909",82.09007%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q33,Peak,755,956,78.974897%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q34,Off-Peak,"4,081","5,648",72.255665%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q34,Peak,"1,108","2,006",55.234295%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q35,Off-Peak,"6,302","7,116",88.560987%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q35,Peak,"2,488","3,300",75.39394%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q35,Off-Peak,"2,397","2,780",86.223024%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q35,Peak,798,973,82.01439%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q36,Off-Peak,"18,719","21,944",85.3035%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q36,Peak,"7,483","11,104",67.39013%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q36,Off-Peak,"3,770","4,757",79.25163%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q36,Peak,"1,272","1,549",82.1175%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q37,Off-Peak,"5,667","6,681",84.82263%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q37,Peak,"3,037","4,145",73.269%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q37,Off-Peak,"1,294","1,538",84.13524%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q37,Peak,482,540,89.25926%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q38,Off-Peak,"7,407","8,857",83.62877%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q38,Peak,"3,464","5,326",65.03943%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q38,Off-Peak,"1,853","2,243",82.612574%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q38,Peak,747,918,81.37255%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q39,Off-Peak,"6,671","8,638",77.22852%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q39,Peak,"3,733","5,915",63.110733%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q39,Off-Peak,"1,319","1,969",66.98832%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q39,Peak,388,627,61.88198%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q4,Off-Peak,"19,163","22,520",85.09325%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q4,Peak,"9,091","12,409",73.261344%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q4,Off-Peak,"4,415","5,496",80.33115%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q4,Peak,"1,334","1,833",72.776866%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q40,Off-Peak,"3,724","5,037",73.9329%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q40,Peak,"1,636","2,713",60.302246%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q40,Off-Peak,"1,057","1,287",82.128984%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q40,Peak,378,436,86.69725%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q41,Off-Peak,"6,241","8,243",75.71273%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q41,Peak,"3,319","5,483",60.53256%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q41,Off-Peak,"1,334","2,093",63.736266%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q41,Peak,583,919,63.43852%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q42,Off-Peak,"2,432","2,707",89.84115%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q42,Peak,"1,566","2,065",75.835353%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q43,Off-Peak,"9,284","11,841",78.40554%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q43,Peak,"3,731","5,190",71.888244%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q43,Off-Peak,"2,328","3,196",72.841054%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q43,Peak,810,"1,126",71.93606%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q46,Off-Peak,"15,390","18,358",83.832663%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q46,Peak,"7,415","10,483",70.73357%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q46,Off-Peak,"3,524","4,381",80.438256%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q46,Peak,"1,321","1,675",78.86567%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q47,Off-Peak,"8,092","9,908",81.671375%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q47,Peak,"4,282","6,540",65.474004%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q47,Off-Peak,"1,388","1,685",82.37389%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q47,Peak,540,680,79.41176%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q48,Off-Peak,"2,945","3,638",80.95107%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q48,Peak,919,"1,518",60.54019%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q48,Off-Peak,749,"1,170",64.017093%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q48,Peak,293,450,65.11111%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q49,Off-Peak,"3,672","4,677",78.511864%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q49,Peak,"1,896","3,208",59.102243%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q49,Off-Peak,"1,117","1,363",81.951576%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q49,Peak,424,513,82.65107%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q5,Off-Peak,"28,452","36,013",79.004806%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q5,Peak,"11,959","17,078",70.025766%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q5,Off-Peak,"6,280","8,928",70.3405%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q5,Peak,"2,195","3,234",67.8726%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q50,Off-Peak,"5,194","6,502",79.88311%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q50,Peak,"2,106","3,248",64.8399%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q50,Off-Peak,"1,070","1,489",71.86031%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q50,Peak,407,599,67.94658%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q54,Off-Peak,"18,268","24,859",73.486465%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q54,Peak,"7,030","10,811",65.02636%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q54,Off-Peak,"4,587","7,030",65.24893%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q54,Peak,"1,649","2,419",68.168664%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q55,Off-Peak,"9,767","11,631",83.97386%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q55,Peak,"4,079","5,639",72.335523%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q55,Off-Peak,"2,230","3,017",73.914486%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q55,Peak,801,"1,125",71.2%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q56,Off-Peak,"11,863","18,283",64.885414%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q56,Peak,"3,661","6,948",52.691424%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q56,Off-Peak,"3,328","5,601",59.417963%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q56,Peak,"1,154","1,960",58.87755%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q58,Off-Peak,"24,667","33,224",74.244523%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q58,Peak,"8,850","13,664",64.76874%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q58,Off-Peak,"7,111","9,604",74.042064%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q58,Peak,"2,582","3,665",70.450205%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q59,Off-Peak,"11,541","15,040",76.73537%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q59,Peak,"4,889","7,674",63.70863%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q59,Off-Peak,"3,583","5,378",66.62328%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q59,Peak,"1,486","2,105",70.59382%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q6,Off-Peak,"9,423","12,236",77.01046%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q6,Peak,"3,033","5,559",54.56017%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q6,Off-Peak,"2,729","3,390",80.50147%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q6,Peak,"1,074","1,372",78.27988%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q60,Off-Peak,"16,122","20,714",77.83142%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q60,Peak,"5,149","8,079",63.733137%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q60,Off-Peak,"4,374","5,864",74.590725%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q60,Peak,"1,491","1,994",74.774325%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q64,Off-Peak,"7,997","9,149",87.40846%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q64,Peak,"4,174","5,685",73.42128%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q64,Off-Peak,"1,470","1,572",93.51145%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q64,Peak,475,539,88.12616%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q65,Off-Peak,"11,917","15,967",74.635184%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q65,Peak,"6,100","9,742",62.61548%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q65,Off-Peak,"3,072","3,788",81.098205%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q65,Peak,"1,213","1,507",80.49104%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q66,Off-Peak,"8,255","10,534",78.365296%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q66,Peak,"3,672","5,674",64.71625%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q66,Off-Peak,"2,369","3,108",76.22265%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q66,Peak,877,"1,152",76.12847%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q67,Off-Peak,"2,050","2,437",84.11982%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q67,Peak,"1,219","1,775",68.676054%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q67,Off-Peak,271,322,84.16149%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q67,Peak,110,128,85.9375%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q69,Off-Peak,"3,140","4,423",70.99254%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q69,Peak,"1,377","2,559",53.810084%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q69,Off-Peak,938,"1,323",70.89947%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q69,Peak,366,529,69.187146%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q7,Off-Peak,"6,151","7,661",80.28978%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q7,Peak,"2,921","4,592",63.610625%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q7,Off-Peak,"1,601","2,056",77.86965%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q7,Peak,530,770,68.83117%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q72,Off-Peak,"5,467","7,426",73.61972%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q72,Peak,"2,018","3,515",57.41109%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q72,Off-Peak,"1,317","1,738",75.776756%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q72,Peak,492,642,76.635516%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q76,Off-Peak,"9,464","11,899",79.5361%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q76,Peak,"5,223","7,600",68.723685%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q76,Off-Peak,"1,653","2,328",71.005154%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q76,Peak,750,"1,055",71.09005%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q77,Off-Peak,"7,934","10,685",74.253625%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q77,Peak,"4,135","6,402",64.58919%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q77,Off-Peak,"1,247","1,736",71.8318%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q77,Peak,674,897,75.139356%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q8,Off-Peak,"8,924","11,843",75.35253%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q8,Peak,"4,217","6,814",61.88729%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q8,Off-Peak,"2,285","3,397",67.265236%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q8,Peak,"1,042","1,489",69.97985%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q83,Off-Peak,"12,527","15,523",80.699605%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q83,Peak,"5,702","7,527",75.75395%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q83,Off-Peak,"3,593","4,383",81.97582%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q83,Peak,"1,312","1,635",80.24465%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q84,Off-Peak,"10,395","11,884",87.47055%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q84,Peak,"4,325","5,488",78.80831%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q84,Off-Peak,"2,167","2,786",77.781767%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q84,Peak,914,"1,136",80.457747%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q85,Off-Peak,"28,098","34,909",80.48927%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q85,Peak,"12,268","17,563",69.85139%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q85,Off-Peak,"6,435","8,080",79.64109%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q85,Peak,"2,210","2,902",76.154375%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q88,Off-Peak,"15,959","20,907",76.333284%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q88,Peak,"7,374","11,695",63.05259%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q88,Off-Peak,"3,960","5,185",76.374155%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q88,Peak,"1,533","2,122",72.243166%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q9,Off-Peak,"3,342","4,286",77.9748%,2019,01,Q4,2019-Q4,20.6%
10,Queens,1,Local,Q9,Peak,"1,621","2,506",64.684755%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q9,Off-Peak,903,"1,067",84.629804%,2019,01,Q4,2019-Q4,20.6%
10,Queens,2,Local,Q9,Peak,328,453,72.40618%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S40,Off-Peak,"6,999","9,180",76.24183%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S40,Peak,"2,101","3,064",68.570495%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S40,Off-Peak,"2,247","2,884",77.91262%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S40,Peak,710,983,72.22787%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S42,Off-Peak,826,"1,034",79.883945%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S42,Peak,762,"1,057",72.09082%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S42,Off-Peak,5,6,83.33333%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S44,Off-Peak,"10,433","15,149",68.869233%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S44,Peak,"3,601","5,671",63.4985%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S44,Off-Peak,"3,330","4,702",70.82093%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S44,Peak,"1,253","1,869",67.0412%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S46,Off-Peak,"14,150","18,576",76.173556%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S46,Peak,"4,415","7,243",60.955405%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S46,Off-Peak,"3,603","5,369",67.10747%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S46,Peak,"1,273","1,828",69.63895%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S48,Off-Peak,"9,727","13,033",74.63362%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S48,Peak,"2,862","4,652",61.521924%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S48,Off-Peak,"3,061","4,447",68.83292%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S48,Peak,"1,032","1,581",65.275145%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S51,Off-Peak,"8,624","10,487",82.235146%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S51,Peak,"3,193","4,567",69.914603%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S51,Off-Peak,"2,005","2,876",69.71488%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S51,Peak,537,795,67.54717%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S52,Off-Peak,"6,907","8,753",78.91009%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S52,Peak,"3,412","4,792",71.202004%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S52,Off-Peak,"1,653","2,483",66.572696%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S52,Peak,782,"1,078",72.541744%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S53,Off-Peak,"14,670","17,617",83.27184%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S53,Peak,"5,034","7,281",69.138855%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S53,Off-Peak,"4,607","5,827",79.06298%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S53,Peak,"1,597","2,149",74.313635%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S54,Off-Peak,"3,921","5,171",75.82673%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S54,Peak,"1,952","3,000",65.066665%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S55,Off-Peak,"1,913","2,674",71.54076%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S55,Peak,"1,020","1,597",63.869756%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S56,Off-Peak,"1,417","1,776",79.78604%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S56,Peak,688,"1,023",67.25318%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S57,Off-Peak,"5,188","6,955",74.59382%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S57,Peak,"2,315","4,019",57.60139%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S57,Off-Peak,"1,694","2,096",80.82061%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S57,Peak,834,"1,006",82.902586%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S59,Off-Peak,"8,228","11,154",73.767257%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S59,Peak,"4,175","6,576",63.48844%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S59,Off-Peak,"2,320","2,835",81.834215%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S59,Peak,945,"1,081",87.419057%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S61,Off-Peak,"8,014","10,364",77.325356%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S61,Peak,"2,305","3,322",69.38591%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S61,Off-Peak,"2,029","2,724",74.48605%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S61,Peak,871,"1,233",70.64071%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S62,Off-Peak,"9,968","12,393",80.432504%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S62,Peak,"2,466","3,743",65.88298%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S62,Off-Peak,"2,874","3,600",79.833335%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S62,Peak,822,"1,117",73.589975%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S66,Off-Peak,"6,960","8,970",77.591974%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S66,Peak,"2,726","4,148",65.71842%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S66,Off-Peak,85,101,84.158415%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S74,Off-Peak,"11,971","15,865",75.455403%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S74,Peak,"3,344","5,118",65.33802%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S74,Off-Peak,"2,561","3,903",65.61619%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S74,Peak,849,"1,280",66.328126%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S76,Off-Peak,"8,510","11,128",76.47376%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S76,Peak,"3,550","5,475",64.84018%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S76,Off-Peak,"1,448","2,211",65.49073%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S76,Peak,635,960,66.14583%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S78,Off-Peak,"13,726","18,762",73.158514%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S78,Peak,"5,046","7,933",63.607717%,2019,01,Q4,2019-Q4,20.6%
