month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
10,Staten Island,2,Local,S78,Off-Peak,"3,320","5,058",65.63859%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,2,Local,S78,Peak,930,"1,556",59.768635%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S81,Peak,468,675,69.33333%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S84,Off-Peak,91,125,72.8%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S84,Peak,374,555,67.38739%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S86,Peak,373,518,72.00772%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S89,Off-Peak,636,779,81.643134%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S89,Peak,"1,599","2,125",75.24706%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S90,Off-Peak,712,945,75.34391%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S90,Peak,"1,050","1,414",74.25743%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S91,Off-Peak,516,688,75%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S91,Peak,"1,447","2,128",67.998123%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S92,Off-Peak,256,321,79.750776%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S92,Peak,"1,269","1,915",66.266316%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S93,Off-Peak,"6,965","8,517",81.77762%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S93,Peak,"2,961","4,305",68.78049%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S94,Off-Peak,491,594,82.65993%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S94,Peak,954,"1,433",66.57362%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S96,Off-Peak,"1,376","1,995",68.97243%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S96,Peak,"1,629","2,721",59.8677%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S98,Off-Peak,"1,289","1,650",78.12121%,2019,01,Q4,2019-Q4,20.6%
10,Staten Island,1,Local,S98,Peak,"1,402","2,592",54.089504%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX1,Off-Peak,"15,165","20,466",74.098504%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX1,Peak,"6,313","10,381",60.81302%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX1,Off-Peak,"4,589","6,361",72.142744%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX1,Peak,"1,790","2,452",73.00163%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX10,Off-Peak,"11,374","15,122",75.214916%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX10,Peak,"4,732","7,569",62.51817%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX10,Off-Peak,"3,680","4,648",79.17384%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX10,Peak,"1,364","1,720",79.30232%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX11,Off-Peak,"9,542","13,270",71.906555%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX11,Peak,"4,699","8,026",58.54722%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX11,Off-Peak,"3,302","4,709",70.121044%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX11,Peak,"1,287","1,901",67.70121%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX12,Off-Peak,"13,294","16,617",80.00241%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX12,Peak,"3,903","6,300",61.95238%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX12,Off-Peak,"6,000","7,310",82.079345%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX12,Peak,"1,797","2,156",83.34879%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX13,Off-Peak,"9,076","10,832",83.788776%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX13,Peak,"4,180","5,969",70.02848%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX13,Off-Peak,"3,572","4,108",86.952287%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX13,Peak,"1,418","1,704",83.215964%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX15,Off-Peak,"24,394","36,706",66.4578%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX15,Peak,"9,040","15,989",56.53887%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX15,Off-Peak,"10,723","14,618",73.35477%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX15,Peak,"3,987","5,394",73.915464%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX16,Off-Peak,"9,271","12,802",72.418374%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX16,Peak,"4,364","7,656",57.00104%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX16,Off-Peak,"2,717","3,603",75.40938%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX16,Peak,"1,040","1,401",74.23269%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX17,Off-Peak,"9,160","13,263",69.064313%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX17,Peak,"4,628","7,871",58.79812%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX17,Off-Peak,"3,311","4,559",72.62558%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX17,Peak,"1,363","1,834",74.318427%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX18,Off-Peak,"1,559","2,260",68.982303%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX18,Peak,878,"1,589",55.254877%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX18,Off-Peak,456,672,67.85714%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX18,Peak,130,265,49.056605%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX19,Off-Peak,"24,022","31,026",77.425385%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX19,Peak,"9,034","13,922",64.890105%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX19,Off-Peak,"9,875","12,680",77.878547%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX19,Peak,"3,634","4,734",76.76384%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX2,Off-Peak,"11,326","15,477",73.179555%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX2,Peak,"4,944","7,785",63.506746%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX2,Off-Peak,"3,173","4,277",74.18752%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX2,Peak,"1,189","1,808",65.763277%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX20,Off-Peak,241,297,81.14478%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX20,Peak,744,"1,316",56.53495%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX21,Off-Peak,"16,097","22,198",72.51554%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX21,Peak,"6,468","10,925",59.20366%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX21,Off-Peak,"5,402","7,300",74%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX21,Peak,"1,825","2,442",74.733824%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX22,Off-Peak,"16,785","21,426",78.3394%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX22,Peak,"7,562","12,199",61.98869%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX22,Off-Peak,"5,776","7,158",80.69293%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX22,Peak,"1,727","2,476",69.749594%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX23,Off-Peak,"3,136","3,705",84.642375%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX23,Peak,"2,347","3,448",68.068445%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX23,Off-Peak,959,"1,264",75.87025%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX23,Peak,406,522,77.77778%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX24,Off-Peak,"1,747","2,100",83.190477%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX24,Peak,545,749,72.76369%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX24,Off-Peak,791,898,88.08463%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX24,Peak,287,314,91.401273%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX26,Off-Peak,"10,186","12,779",79.7089%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX26,Peak,"5,241","7,506",69.82414%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX26,Off-Peak,"3,421","4,067",84.116054%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX26,Peak,"1,499","1,849",81.070846%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX27,Off-Peak,"9,231","11,165",82.678014%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX27,Peak,"5,006","7,561",66.20817%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX27,Off-Peak,"3,093","3,823",80.90505%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX27,Peak,"1,343","1,647",81.5422%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX28,Off-Peak,"9,203","11,662",78.91442%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX28,Peak,"2,862","4,494",63.68491%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX28,Off-Peak,"3,462","4,269",81.096274%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX28,Peak,"1,199","1,474",81.34328%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX29,Off-Peak,"2,189","2,637",83.010995%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX29,Peak,"1,004","1,457",68.908715%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX29,Off-Peak,"1,034","1,226",84.339315%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX29,Peak,364,421,86.460805%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX3,Off-Peak,"10,218","15,169",67.36106%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX3,Peak,"3,884","6,858",56.63459%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX3,Off-Peak,"4,439","6,163",72.02661%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX3,Peak,"1,680","2,467",68.0989%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX30,Off-Peak,"9,227","13,347",69.13164%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX30,Peak,"4,686","8,208",57.090646%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX30,Off-Peak,"3,159","4,249",74.346906%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX30,Peak,"1,402","1,854",75.62028%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX31,Off-Peak,"6,983","8,749",79.814833%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX31,Peak,"2,863","4,417",64.81775%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX31,Off-Peak,"2,126","2,609",81.48716%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX31,Peak,732,935,78.28877%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX32,Off-Peak,"5,160","7,096",72.71702%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX32,Peak,"2,664","4,279",62.257534%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX32,Off-Peak,"1,207","1,694",71.251476%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX32,Peak,488,765,63.79085%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX33,Off-Peak,"4,310","5,369",80.275655%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX33,Peak,"1,733","2,805",61.78253%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX33,Off-Peak,"1,028","1,423",72.24174%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX33,Peak,506,674,75.074184%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX34,Off-Peak,"5,230","7,070",73.97454%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX34,Peak,"1,600","3,201",49.98438%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX34,Off-Peak,"1,783","2,267",78.6502%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX34,Peak,759,910,83.40659%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX35,Off-Peak,"14,422","20,298",71.051335%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX35,Peak,"6,277","9,811",63.97921%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX35,Off-Peak,"5,077","7,205",70.464957%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX35,Peak,"1,879","2,820",66.631204%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX36,Off-Peak,"22,384","33,337",67.144614%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX36,Peak,"9,763","18,566",52.58537%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX36,Off-Peak,"7,976","11,844",67.342114%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX36,Peak,"2,806","4,349",64.52058%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX38,Off-Peak,"4,630","6,639",69.73942%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX38,Peak,"2,016","3,688",54.66378%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX38,Off-Peak,"1,899","2,567",73.977405%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX38,Peak,730,"1,035",70.5314%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX39,Off-Peak,"12,458","17,514",71.131665%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX39,Peak,"5,794","9,236",62.732786%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX39,Off-Peak,"5,390","6,999",77.011%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX39,Peak,"2,023","2,675",75.62617%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX4,Off-Peak,"4,654","7,116",65.40191%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX4,Peak,"1,797","3,245",55.3775%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX4,Off-Peak,"2,540","3,273",77.604645%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX4,Peak,767,"1,059",72.42682%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX40,Off-Peak,"9,776","13,142",74.38746%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX40,Peak,"3,292","5,191",63.41745%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX40,Off-Peak,"3,789","4,737",79.987335%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX40,Peak,"1,185","1,503",78.84232%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX41,Off-Peak,"5,779","11,653",49.59238%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX41,Peak,"1,615","4,012",40.254238%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX41,Off-Peak,"2,808","5,383",52.16422%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX41,Peak,978,"1,814",53.914005%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX42,Off-Peak,"11,619","15,868",73.22284%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX42,Peak,"4,176","6,395",65.30102%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX42,Off-Peak,"4,026","5,232",76.94954%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX42,Peak,"1,452","1,923",75.50702%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX46,Off-Peak,902,979,92.134833%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX46,Peak,337,386,87.3057%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX46,Off-Peak,308,341,90.32258%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX46,Peak,86,98,87.7551%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX4A,Off-Peak,"3,656","5,866",62.325263%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX4A,Peak,"1,849","3,307",55.9117%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX4A,Off-Peak,"1,752","2,271",77.14663%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX4A,Peak,741,"1,032",71.802324%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX5,Off-Peak,"10,266","14,017",73.239636%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX5,Peak,"4,730","7,714",61.317086%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX5,Off-Peak,"4,996","6,611",75.57102%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX5,Peak,"1,898","2,525",75.16832%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX6,Off-Peak,"13,060","15,927",81.999123%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX6,Peak,"4,442","6,441",68.964446%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX6,Off-Peak,"5,102","6,242",81.736624%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX6,Peak,"1,784","2,119",84.190655%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX7,Off-Peak,"15,083","19,047",79.188323%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX7,Peak,"6,318","9,231",68.443286%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX7,Off-Peak,"5,789","7,562",76.55382%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX7,Peak,"2,267","2,845",79.683656%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX8,Off-Peak,"11,832","14,693",80.52814%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX8,Peak,"6,403","8,813",72.65403%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX8,Off-Peak,"2,578","3,171",81.299275%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX8,Peak,"1,126","1,446",77.86999%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX9,Off-Peak,"15,622","19,992",78.141254%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,1,Local,BX9,Peak,"6,756","10,351",65.26906%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX9,Off-Peak,"5,340","6,971",76.603067%,2019,01,Q4,2019-Q4,20.6%
11,Bronx,2,Local,BX9,Peak,"2,020","2,697",74.898034%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B1,Off-Peak,"12,957","16,197",79.996294%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B1,Peak,"5,690","7,957",71.50936%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B1,Off-Peak,"4,397","5,821",75.53685%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B1,Peak,"1,750","2,373",73.74631%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B100,Off-Peak,"4,019","4,569",87.962353%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B100,Peak,"2,661","3,765",70.67729%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B100,Off-Peak,907,996,91.064256%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B100,Peak,418,444,94.14414%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B103,Off-Peak,"7,812","10,208",76.528215%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B103,Peak,"3,715","5,546",66.985214%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B103,Off-Peak,"2,598","3,374",77.000594%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B103,Peak,927,"1,217",76.17091%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B11,Off-Peak,"9,734","13,538",71.901315%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B11,Peak,"3,926","6,530",60.122514%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B11,Off-Peak,"3,237","4,384",73.83668%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B11,Peak,"1,169","1,603",72.925764%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B12,Off-Peak,"10,614","15,545",68.27919%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B12,Peak,"3,967","6,575",60.3346%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B12,Off-Peak,"3,883","5,359",72.457546%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B12,Peak,"1,403","1,961",71.54513%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B13,Off-Peak,"9,961","12,942",76.966465%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B13,Peak,"4,696","6,884",68.21615%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B13,Off-Peak,"3,208","4,135",77.58162%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B13,Peak,"1,063","1,405",75.658363%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B14,Off-Peak,"7,772","10,583",73.43853%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B14,Peak,"3,077","4,906",62.71912%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B14,Off-Peak,"2,782","3,757",74.04844%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B14,Peak,995,"1,413",70.417553%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B15,Off-Peak,"20,185","27,897",72.35545%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B15,Peak,"5,973","9,843",60.68272%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B15,Off-Peak,"9,287","12,909",71.942055%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B15,Peak,"2,587","3,873",66.795766%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B16,Off-Peak,"9,547","12,766",74.78458%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B16,Peak,"4,642","7,386",62.848634%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B16,Off-Peak,"3,703","5,144",71.98678%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B16,Peak,"1,299","2,007",64.72347%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B17,Off-Peak,"9,289","11,816",78.613746%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B17,Peak,"3,804","5,829",65.25991%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B17,Off-Peak,"3,757","4,838",77.656054%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B17,Peak,"1,293","1,755",73.675215%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B2,Off-Peak,"2,699","3,149",85.70975%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B2,Peak,"1,126","1,507",74.71798%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B2,Off-Peak,"1,037","1,424",72.823036%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B2,Peak,372,508,73.22835%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B20,Off-Peak,"12,554","16,691",75.21419%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B20,Peak,"4,922","8,005",61.48657%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B20,Off-Peak,"3,788","5,341",70.92305%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B20,Peak,"1,322","2,033",65.02705%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B24,Off-Peak,"3,210","4,448",72.167265%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B24,Peak,"1,321","2,180",60.59633%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B24,Off-Peak,"1,554","1,925",80.727273%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B24,Peak,606,714,84.87395%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B25,Off-Peak,"9,878","14,049",70.31105%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B25,Peak,"3,542","5,702",62.118554%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B25,Off-Peak,"3,440","5,068",67.876875%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B25,Peak,"1,383","1,843",75.04069%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B26,Off-Peak,"11,063","13,974",79.168457%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,1,Local,B26,Peak,"4,427","6,521",67.88836%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B26,Off-Peak,"4,404","5,946",74.0666%,2019,01,Q4,2019-Q4,20.6%
11,Brooklyn,2,Local,B26,Peak,"1,657","2,167",76.46516%,2019,01,Q4,2019-Q4,20.6%
